EFTU;60.5147222222222;22.2616669444444;80;
EFUT;60.8963888888889;26.9380561111111;81;
EFVA;63.0452780555556;21.7641669444444;82;
EFVP;61.0397222222222;22.5916666666667;83;
EFVR;62.1708333333333;27.8683333333333;84;
EFYL;64.0547222222222;24.7252780555556;85;
ES00;62.5294438888889;17.4427780555556;86;
ES0A;63.7383333333333;15.4583333333333;87;
ES0D;62.0477780555556;14.4241669444444;88;
ES0F;61.8980561111111;15.7052780555556;89;
ES0G;67.1330561111111;20.8122222222222;90;
ES0H;61.7683333333333;17.0805561111111;91;
ES0J;66.4966669444444;20.1475000000000;92;
ES0K;63.0483333333333;17.7688888888889;93;
ES0L;64.5472222222222;18.7177780555556;94;
ES0M;63.1283333333333;14.8027780555556;95;
ES0O;63.4077780555556;18.9922222222222;96;
ES0P;65.3994438888889;21.2652780555556;97;
ES0Q;67.8213888888889;20.3355561111111;98;
ES0R;61.1900330555556;14.7125669444444;99;
ES0S;64.6247222222222;21.0769438888889;100;
ES0U;63.7930561111111;20.2800000000000;101;
ES0V;64.5783333333333;16.8397222222222;102;
ES0X;65.5902780555555;19.2819438888889;103;
ES0Y;61.2613888888889;17.0983333333333;104;
ES0Z;63.1944438888889;14.5002780555556;105;
ESC0;59.1794438888889;17.9077780555556;106;
ESCF;58.3977780555556;15.5227780555556;107;
ESCK;58.6108669444444;16.1035919444444;108;
ESCM;59.9008333333333;17.5958333333333;109;
ESGJ;57.7583333333333;14.0691669444444;110;
ESIA;58.5133333333333;14.5072222222222;111;
ESK0;58.7883333333333;16.9033333333333;112;
ESKA;60.1326830555556;18.1052850000000;113;
ESKB;59.4186938888889;17.8906938888889;114;
ESKK;59.3444438888889;14.4947222222222;115;
ESKM;60.9583333333333;14.5105561111111;116;
ESKX;58.7908811111111;16.5710919444444;117;
ESOE;59.2280561111111;15.0397222222222;118;
ESOW;59.5894438888889;16.6333333333333;119;
ESPA;65.5433333333333;22.1233333333333;120;
ESPE;65.8752780555555;20.1497222222222;121;
ESPJ;65.8383333333333;21.4688888888889;122;
ESQO;59.3864086111111;15.9240561111111;123;
ESSA;59.6519438888889;17.9183333333333;124;
ESSB;59.3544438888889;17.9422222222222;125;
ESSD;60.4222222222222;15.5150000000000;126;
ESSF;57.5258333333333;15.8233333333333;127;
ESSG;60.0883333333333;15.0963888888889;128;
ESSK;60.5933333333333;16.9513888888889;129;
ESSL;58.4063888888889;15.6797222222222;130;
ESSP;58.5858333333333;16.2463888888889;131;
ESSU;59.3522222222222;16.7083333333333;132;
ESSV;57.6627780555556;18.3458333333333;133;
ESUD;64.9608333333333;17.6966669444444;134;
ESUF;65.1075000000000;20.7608333333333;135;
ESUK;67.7647288888889;20.2572280555556;136;
ESUP;67.2458333333333;23.0688888888889;137;
ESUT;65.8058333333333;15.0827780555556;138;
ULLI;59.7997222222222;30.2650000000000;139;
ULMM;68.7816669444444;32.7466669444444;140;
ULOO;57.7847222222222;28.3983333333333;141;
